State,County,CountyFIPS,Diagnosed,Obesity,PhysicalInactivity,Population_Aged_65_or_Older,Population_Below_Poverty,Population_Children_in_Poverty,Population_Enrolled_in_Free_or_Reduced_Lunch,Population_Food_Insecurity,Population_Minority,Population_No_Health_Insurance,Population_No_High_School_Diploma,Number_of_Primary_Care_Physicians,Newly_Diagnosed,Crowding,Unemployed,Severe_Housing_Cost_Burden,Overall_Household_Composition_&_Disability,Overall_Housing_Type_&_Transportation
Kansas,Harvey County,48093.0,943.8,1855.3,1602.9,0.5718,0.2608,10.2,48.230945256,11.2,0.5158,8.2,0.2668,28.0,71.4,0.1888,0.1245,8.3605685187,0.581,0.3279
Ohio,Mercer County,48415.0,945.2,2236.1,1785.2,0.3897,0.0462,7.6,32.355046528,9.3,0.0914,3.5,0.2165,19.0,203.9,0.2203,0.086,6.7809572366,0.2662,0.0805
Oregon,Klamath County,13161.0,946.7,2328.8,1635.5,0.7036,0.8016,20.6,64.448372673,15.4,0.5858,8.5,0.5269,68.0,166.9,0.8198,0.8803,16.845865073,0.8029,0.8561
Georgia,Fulton County,27113.0,948.7,3249.3,2120.4,0.0379,0.5229,17.5,56.042226196,11.3,0.9303,10.3,0.1907,1184.0,61.3,0.4817,0.6697,16.433387293,0.1124,0.8259
Wyoming,Niobrara County,1063.0,948.8,1542.3,1109.3,0.5995,0.5889,16.1,37.452229299,15.6,0.3613,14.4,0.4852,2.0,118.4,0.3703,0.0264,12.577833126,0.2038,0.4833
Kentucky,Boone County,19197.0,949.4,3047.9,2440.3,0.0831,0.0522,8.0,35.208234635,8.7,0.3983,4.3,0.1347,84.0,83.0,0.2203,0.2924,8.0501963463,0.3145,0.0977
Michigan,Hillsdale County,26097.0,949.5,2057.5,1749.8,0.5521,0.5831,19.4,58.714462299,14.1,0.1324,6.6,0.4712,15.0,83.7,0.5801,0.4166,8.643738574,0.4091,0.7504
Pennsylvania,Monroe County,27071.0,952.5,2889.2,2493.6,0.32,0.2803,13.5,45.840243228,9.4,0.7259,6.5,0.3935,70.0,83.8,0.3703,0.8232,14.665823607,0.1468,0.1194
Ohio,Preble County,16047.0,953.3,2992.9,2393.1,0.5113,0.2854,13.0,50.937918714,12.2,0.0414,6.4,0.3935,6.0,97.2,0.2964,0.3981,7.1451034656,0.4916,0.0815
Tennessee,Putnam County,19079.0,955.1,3551.4,2402.1,0.3368,0.7685,22.9,50.896422806,14.5,0.384,8.3,0.6004,53.0,64.7,0.2203,0.6207,13.511316337,0.3015,0.546
Minnesota,Roseau County,38071.0,955.9,2743.7,2072.4,0.3098,0.1742,9.0,25.138019875,7.9,0.2716,3.9,0.1442,10.0,74.8,0.518,0.086,8.803301238,0.2677,0.5747
Michigan,Branch County,17025.0,959.1,2153.1,1746.6,0.4616,0.5471,18.6,60.33536133,13.7,0.3266,10.4,0.4164,19.0,148.5,0.4056,0.3299,8.7622814064,0.6345,0.7896
Missouri,Putnam County,53055.0,959.5,2796.3,1973.2,0.8854,0.7083,21.1,44.96350365,15.1,0.0554,15.7,0.3996,2.0,43.9,0.4457,0.3981,7.9608083282,0.9908,0.2537
Montana,Fergus County,8003.0,960.1,3093.2,2084.4,0.8478,0.428,14.6,43.762508339,10.5,0.1678,9.2,0.1098,9.0,74.2,0.6622,0.0646,13.122270742,0.3155,0.7291
Kentucky,Fulton County,17125.0,961.3,1920.4,1743.5,0.6679,0.9697,38.4,73.381294964,19.4,0.6835,5.3,0.8981,1.0,84.3,0.0172,0.6831,13.551595524,0.9809,0.4839
Arizona,Mohave County,48351.0,962.7,2078.0,1587.0,0.9748,0.6815,25.5,56.058093146,16.7,0.5969,8.9,0.6422,114.0,135.6,0.865,0.8895,11.84225703,0.7861,0.851
South Dakota,Hanson County,13235.0,962.8,2001.0,1814.1,0.1917,0.0414,14.6,19.61102107,8.3,0.001,6.7,0.1283,84.43614372109570,136.7,0.0229,0.0194,8.6999022483,0.1509,0.0
Missouri,Stone County,29115.0,963.8,2074.5,2254.0,0.9831,0.3497,23.4,64.683088846,14.4,0.1254,9.2,0.5772,11.0,99.5,0.518,0.6968,9.6984179301,0.4085,0.4438
Missouri,Schuyler County,19121.0,964.6,3890.1,2854.7,0.6234,0.5538,25.8,44.673539519,16.4,0.022,15.1,0.624,3.0,81.1,0.4056,0.2455,6.529992407,0.8348,0.212
Florida,Orange County,51057.0,967.2,2154.2,1668.8,0.0449,0.5889,16.7,55.488057692,11.2,0.9236,13.3,0.4562,1281.0,105.3,0.7953,0.5854,17.853460122,0.177,0.787
Nevada,Elko County,46127.0,970.9,3192.5,1696.4,0.0267,0.3061,13.2,44.155098133,9.9,0.7243,10.1,0.6472,20.0,77.3,0.8198,0.3299,8.5036702428,0.3961,0.5893
Florida,Volusia County,18025.0,972.2,2078.0,2245.8,0.8863,0.5287,14.0,59.859959989,13.3,0.6651,11.5,0.3477,371.0,82.5,0.2203,0.5172,15.526888186,0.4406,0.5205
South Dakota,Brown County,29135.0,974.5,2629.0,2100.2,0.3451,0.3127,9.5,28.943586058,9.4,0.4085,8.3,0.1098,25.0,76.6,0.2964,0.0573,9.3579020187,0.3123,0.758
Virginia,Fredericksburg City,56007.0,976.7,3735.7,3171.1,0.028,0.4513,19.0,68.468708389,12.5,0.8032,11.0,0.3709,41.0,66.1,0.6864,0.4876,17.151002391,0.1143,0.9109
Nebraska,Knox County,31159.0,977.6,3943.6,2453.6,0.8933,0.2427,16.7,50.530035336,11.9,0.4479,7.8,0.2499,4.0,88.6,0.7434,0.1484,5.4685190659,0.496,0.4721
Kentucky,Larue County,28019.0,978.8,1627.3,1682.2,0.419,0.5471,19.5,54.369332234,14.3,0.2919,4.2,0.7622,1.0,89.3,0.1888,0.5481,10.001798885,0.873,0.1515
New York,Clinton County,27045.0,982.9,4073.0,3234.9,0.2811,0.536,13.1,41.934574168,13.0,0.3461,3.9,0.4989,59.0,81.2,0.2203,0.3838,10.109478252,0.2006,0.9061
Georgia,Glynn County,47015.0,983.0,2628.0,2036.8,0.5718,0.7178,24.5,58.305110258,14.1,0.7606,14.1,0.4989,44.0,84.4,0.518,0.4876,13.17954166,0.8112,0.694
Florida,Okeechobee County,20175.0,985.6,4654.4,2693.2,0.6113,0.8691,24.7,61.648799638,14.7,0.7619,16.1,0.951,18.0,99.8,0.9124,0.7481,9.7487652995,0.7103,0.8704
Indiana,Adams County,29151.0,986.9,1896.5,1523.8,0.205,0.6395,20.9,38.011965025,12.7,0.2114,19.2,0.6988,14.0,128.4,0.9236,0.1946,8.8404605263,0.3098,0.8134
Michigan,Monroe County,18009.0,987.7,2093.4,1895.4,0.3763,0.2239,11.9,42.193257185,11.9,0.3002,4.2,0.2499,50.0,115.1,0.2203,0.3981,9.5982442032,0.2159,0.2187
Michigan,Eaton County,5081.0,992.0,2276.6,2142.1,0.432,0.2312,10.3,44.866385373,11.8,0.5142,4.9,0.0755,41.0,83.2,0.4457,0.4691,8.5213596383,0.4164,0.4126
Indiana,Elkhart County,37173.0,994.7,2186.1,1672.0,0.1503,0.3962,12.7,53.696767929,11.3,0.6326,14.6,0.8039,106.0,124.2,0.6864,0.3634,10.271548327,0.6969,0.7966
Iowa,Marion County,40005.0,996.5,2473.1,2122.9,0.419,0.1675,8.3,29.735051916,8.4,0.1429,3.3,0.1,33.0,74.5,0.2604,0.1245,7.3467548077,0.3231,0.589
Colorado,Alamosa County,6105.0,996.6,2083.8,1589.3,0.0952,0.8911,20.9,70.150987224,14.5,0.8863,12.2,0.5772,14.0,103.5,0.7953,0.9121,11.564513464,0.2958,0.9943
New Mexico,Chaves County,48059.0,997.8,2125.7,1623.9,0.242,0.808,26.2,87.39177043,13.8,0.9322,10.0,0.9032,45.0,146.1,0.8551,0.5669,11.730717549,0.9284,0.7972
Wyoming,Laramie County,5109.0,998.4,1943.8,2024.8,0.2209,0.1854,8.8,40.538968592,11.2,0.5788,7.9,0.1098,72.0,103.6,0.3359,0.4691,10.065762643,0.2862,0.4031
South Dakota,Yankton County,30027.0,999.3,2449.2,2102.4,0.4893,0.3497,12.3,32.078359351,10.6,0.3782,6.8,0.2744,23.0,73.0,0.1223,0.1369,5.7158176944,0.4629,0.6151
Illinois,Mercer County,29123.0,1003.8,2238.4,1741.4,0.7456,0.2704,12.1,34.829268293,10.1,0.0914,2.9,0.2362,1.0,115.2,0.0567,0.5006,8.1580624602,0.3168,0.1175
New Mexico,Curry County,53001.0,1005.9,3906.6,2623.0,0.064,0.808,19.4,72.660125675,15.4,0.8867,10.5,0.7424,26.0,97.5,0.809,0.7092,14.158014547,0.8246,0.5692
New York,Sullivan County,53059.0,1007.0,2963.5,1705.7,0.4893,0.4936,21.3,57.424090757,11.7,0.6711,5.6,0.5922,26.0,81.2,0.6622,0.8051,14.36280013,0.6543,0.8962
Iowa,Lyon County,21103.0,1007.4,2530.6,1860.7,0.4527,0.0115,7.3,30.101102941,5.0,0.0745,4.5,0.2964,4.0,122.3,0.0981,0.0487,4.9551569507,0.248,0.0398
Maryland,Calvert County,21131.0,1008.3,2937.5,1965.6,0.1503,0.0134,5.3,16.995504496,8.2,0.5858,3.9,0.0755,44.0,87.8,0.0981,0.6545,9.3119051334,0.1668,0.0146
Texas,Williamson County,47033.0,1010.4,2502.2,2219.7,0.0481,0.0414,6.3,29.459483369,11.0,0.8004,9.3,0.1098,406.0,96.5,0.6313,0.3487,10.472629455,0.1891,0.1897
Kansas,Finney County,32013.0,1011.0,3341.1,1954.8,0.022,0.5006,15.8,66.915776987,9.1,0.9182,12.6,0.9793,21.0,80.6,0.9803,0.3634,10.090386196,0.533,0.7119
Maryland,Anne Arundel County,26001.0,1011.7,2065.5,1744.6,0.1541,0.0287,6.3,32.101336722,9.0,0.7017,4.4,0.1907,402.0,84.4,0.4056,0.3487,11.152888766,0.0586,0.3645
Missouri,Barton County,13281.0,1012.5,1674.6,1612.3,0.6788,0.8395,22.9,55.667225014,17.1,0.2566,11.0,0.539,3.0,91.2,0.6049,0.5481,12.072743208,0.951,0.4604
Minnesota,Pine County,51037.0,1013.0,2396.3,2157.4,0.6323,0.3497,12.6,42.961608775,10.9,0.3613,5.9,0.3792,7.0,105.6,0.3703,0.449,10.750279955,0.3741,0.7393
California,Tulare County,18139.0,1013.6,2912.8,2427.9,0.0331,0.9261,23.0,76.462631689,15.6,0.9694,8.1,0.9838,202.0,95.2,0.9876,0.9175,18.400691078,0.6336,0.6371
Arizona,Yuma County,16079.0,1017.3,2769.9,1835.2,0.4893,0.792,20.5,70.140042725,18.2,0.9624,12.7,0.9745,101.0,97.9,0.9666,0.9347,12.876314835,0.7619,0.9796
Montana,Sheridan County,21229.0,1018.2,2359.2,1619.4,0.8138,0.2497,15.4,34.615384615,7.8,0.3044,9.0,0.1681,2.0,98.4,0.3359,0.1035,10.814510609,0.1347,0.34
Indiana,Kosciusko County,19047.0,1018.5,4000.2,3420.5,0.2748,0.2057,10.1,47.613733906,11.0,0.3983,10.0,0.6316,30.0,81.1,0.5498,0.2455,8.4919472914,0.4222,0.6202
Alabama,Lauderdale County,27159.0,1020.3,3261.6,2341.5,0.6234,0.5287,19.9,45.626384056,15.5,0.476,9.0,0.5269,51.0,82.0,0.2203,0.4691,11.397358552,0.2451,0.5622
California,Monterey County,13159.0,1020.6,2015.8,1665.3,0.0952,0.4513,15.0,73.043269656,10.1,0.9656,9.8,0.978,284.0,130.9,0.9959,0.4876,18.414165111,0.3477,0.8399
South Carolina,Cherokee County,26071.0,1020.7,1936.6,1641.2,0.2891,0.8057,20.9,82.527067496,12.7,0.6571,10.5,0.8612,21.0,83.8,0.078,0.5669,9.8861145271,0.4059,0.4725
Kentucky,Butler County,27043.0,1022.0,3630.6,2838.6,0.4616,0.7624,22.2,57.22763883,16.3,0.1324,7.5,0.9013,1.0,56.4,0.6049,0.5854,7.667876588,0.8281,0.6641
Kansas,Miami County,28097.0,1024.6,2147.4,1876.5,0.3566,0.0717,8.1,33.528522856,9.9,0.2372,5.9,0.0185,18.0,92.1,0.1223,0.1484,11.831315892,0.2824,0.0634
Kansas,Saline County,28015.0,1025.8,1913.0,1960.5,0.3451,0.3245,13.4,54.972175175,12.3,0.5594,8.7,0.2853,52.0,111.6,0.2203,0.2188,10.59372977,0.4505,0.4947
Utah,Garfield County,17015.0,1027.3,2424.0,2110.4,0.731,0.6959,12.8,45.556690501,16.5,0.3703,15.8,0.1971,2.0,133.5,0.6622,0.2334,12.444196429,0.6074,0.3696
Oklahoma,Rogers County,55099.0,1027.8,3180.2,2208.4,0.2572,0.1551,10.9,47.451939881,11.6,0.6686,10.8,0.1907,36.0,82.6,0.6622,0.3838,7.9505351883,0.4976,0.2773
Virginia,Montgomery County,13079.0,1027.9,2037.5,1824.4,0.0602,0.9061,11.9,36.861022364,11.6,0.5043,6.1,0.1614,67.0,140.2,0.4056,0.3634,16.404494382,0.0029,0.8402
Oklahoma,Woods County,21031.0,1028.0,2441.8,2301.1,0.3298,0.4169,16.4,49.039200615,11.9,0.5126,11.1,0.4088,6.0,78.2,0.0134,0.3299,8.9428191489,0.2455,0.3473
Pennsylvania,Beaver County,8097.0,1029.9,2142.4,1799.5,0.7249,0.2427,12.2,52.192262603,11.0,0.3553,3.8,0.1165,73.0,64.8,0.155,0.4303,8.6661794001,0.3668,0.4196
Minnesota,Lyon County,48341.0,1030.5,2484.5,2068.9,0.2114,0.4169,10.3,41.299876594,9.4,0.4877,6.0,0.1971,17.0,127.3,0.6864,0.1717,10.215434409,0.3534,0.7978
Virginia,Colonial Heights City,49013.0,1031.8,3881.6,2529.8,0.7249,0.4115,14.8,57.606071059,11.3,0.6549,7.5,0.2744,24.0,90.3,0.3359,0.901,12.304800463,0.9245,0.1802
Oklahoma,Blaine County,21175.0,1033.0,3273.4,2759.2,0.4893,0.3643,19.5,68.4566787,12.9,0.6523,12.0,0.7587,4.0,84.2,0.7065,0.1245,8.024691358,0.8208,0.5543
Minnesota,Jackson County,17193.0,1034.4,2333.8,1690.0,0.7456,0.0748,10.5,38.235294118,7.2,0.2474,3.6,0.1165,1.0,171.2,0.155,0.1369,6.8853974122,0.17,0.0382
Minnesota,Mower County,51133.0,1037.9,1597.8,1757.2,0.5215,0.3643,10.5,51.124503895,9.3,0.5673,6.5,0.5552,14.0,81.0,0.7622,0.3299,9.6048121079,0.6756,0.7116
Virginia,Spotsylvania County,30067.0,1038.1,2505.4,2787.7,0.1121,0.0809,9.8,38.933087681,6.9,0.7046,7.8,0.3308,79.0,61.4,0.5498,0.4691,10.253829811,0.2197,0.1468
Connecticut,Hartford County,30017.0,1038.9,2235.0,1941.8,0.3368,0.2551,13.6,44.533319327,11.3,0.7822,4.1,0.3868,858.0,105.7,0.4056,0.6697,15.271505369,0.1869,0.737
New York,Broome County,35028.0,1040.3,3139.2,1479.5,0.5215,0.6494,23.8,51.813259317,13.4,0.5014,4.2,0.3069,163.0,78.9,0.3359,0.6831,14.082033537,0.2951,0.8303
Maine,York County,2130.0,1042.4,3937.4,2063.3,0.6234,0.0997,8.9,32.794100155,10.3,0.1678,6.7,0.1223,152.0,85.6,0.2604,0.2611,11.791662272,0.1528,0.2811
Montana,Cascade County,47087.0,1042.4,2219.5,2259.4,0.4817,0.3643,16.4,42.548301983,10.4,0.4597,7.8,0.2165,67.0,74.2,0.4817,0.2611,11.859079889,0.4709,0.8564
Texas,Denton County,47039.0,1045.5,2513.3,2312.1,0.0153,0.0838,7.6,32.847341868,11.3,0.8013,11.2,0.1614,479.0,121.0,0.6049,0.2745,11.208814995,0.1184,0.3114
Missouri,Daviess County,17131.0,1046.6,2591.4,1766.4,0.6851,0.3771,22.9,53.594771242,13.1,0.0656,16.7,0.6714,1.0,95.1,0.7249,0.1484,8.8912133891,0.6151,0.6533
Indiana,Ohio County,47061.0,1048.5,2518.9,1947.9,0.731,0.0303,14.6,43.082524272,10.9,0.0322,5.1,0.5113,1.0,153.1,0.0172,0.0646,6.4814814815,0.0726,0.1207
West Virginia,Cabell County,21213.0,1049.8,4675.2,3718.9,0.4715,0.8643,21.0,50.906555091,14.7,0.3486,7.7,0.4925,161.0,89.9,0.0981,0.4876,15.430082859,0.4791,0.808
Florida,Pasco County,16073.0,1051.6,2196.0,1598.7,0.8421,0.4115,16.3,53.810126417,12.8,0.6272,11.5,0.4231,305.0,126.7,0.4457,0.6697,13.056703426,0.6043,0.66
Florida,Franklin County,26085.0,1052.8,2394.2,2119.7,0.7889,0.8124,30.8,58.765243902,15.9,0.6094,18.3,0.8379,3.0,74.1,0.7249,0.7895,12.826927451,0.3333,0.8781
Illinois,Mason County,55011.0,1053.6,2071.1,1669.4,0.8055,0.5401,20.0,45.931984503,12.9,0.0369,4.2,0.433,3.0,146.0,0.155,0.8232,8.9798087141,0.815,0.1047
Oklahoma,Texas County,35007.0,1054.8,2236.9,2642.0,0.0379,0.686,14.9,71.612074502,10.9,0.9039,18.9,0.9678,9.0,56.0,0.9236,0.1124,9.8378378378,0.1859,0.9182
Utah,Weber County,29067.0,1055.5,2460.4,2221.4,0.0423,0.2659,7.8,41.349053484,11.2,0.6183,8.9,0.3209,112.0,71.4,0.7622,0.2924,8.5407341092,0.3652,0.4298
Tennessee,Cumberland County,37073.0,1056.0,2056.6,2024.5,0.9854,0.5287,20.5,53.640994906,15.0,0.1544,9.6,0.6004,42.0,107.1,0.4817,0.7092,10.446759807,0.8284,0.3187
Rhode Island,Providence County,1131.0,1056.1,2609.0,2021.5,0.1917,0.5962,17.0,59.398122035,11.0,0.788,5.4,0.666,633.0,106.2,0.6049,0.7092,16.135986945,0.27,0.8832
Oklahoma,Alfalfa County,12037.0,1056.5,3165.8,2754.0,0.5635,0.1261,17.9,51.078320091,11.4,0.6145,12.3,0.561,2.0,72.0,0.2964,0.1717,6.1418202122,0.3438,0.1808
Illinois,Champaign County,16013.0,1057.2,2664.4,2433.9,0.0602,0.8178,15.4,52.282321379,11.2,0.7157,4.0,0.0334,210.0,97.9,0.9236,0.3838,16.356901148,0.0105,0.9936
California,Siskiyou County,55007.0,1058.7,3194.9,2349.6,0.8895,0.7624,20.2,66.124031008,16.2,0.6125,5.9,0.3477,32.0,70.6,0.7953,0.8232,14.884299308,0.7205,0.6676
Nebraska,Hitchcock County,1105.0,1060.4,2192.0,1903.6,0.9147,0.3573,13.0,39.220183486,14.2,0.0048,10.5,0.1442,84.43614372109570,81.4,0.2203,0.2611,6.7543859649,0.8188,0.1372
Utah,Box Elder County,19041.0,1061.0,3098.6,2515.2,0.0831,0.1449,7.8,33.564427444,10.8,0.4206,7.6,0.1098,17.0,54.1,0.4457,0.2745,9.6995708155,0.1573,0.0958
Illinois,Vermilion County,19005.0,1061.5,3719.7,2042.9,0.5215,0.7723,29.2,62.373633599,13.2,0.5842,5.7,0.4852,29.0,79.2,0.3703,0.7895,11.388657908,0.8854,0.7587
Pennsylvania,Dauphin County,51043.0,1064.0,2657.6,1925.8,0.2983,0.3573,15.5,63.843752735,9.7,0.7291,5.3,0.3709,306.0,75.1,0.2964,0.4166,12.381982957,0.3381,0.6562
South Dakota,Butte County,49037.0,1066.5,3365.1,2212.5,0.6323,0.3245,17.3,43.685800604,10.6,0.2919,14.5,0.2964,3.0,110.6,0.2604,0.2188,11.910609037,0.9064,0.4524
Virginia,Bath County,35051.0,1069.6,2032.3,2230.1,0.6578,0.2659,15.6,55.009451796,10.2,0.2843,11.6,0.539,84.43614372109570,71.9,0.155,0.885,10.230466554,0.1156,0.3009
North Dakota,Eddy County,17039.0,1071.1,2326.1,1782.1,0.8641,0.4229,14.6,27.433628319,8.9,0.3983,5.9,0.3477,84.43614372109570,271.8,0.043,0.0194,9.0373280943,0.943,0.2576
Michigan,Ingham County,28111.0,1071.3,2650.2,2379.5,0.0914,0.792,14.9,49.039556414,13.8,0.694,5.6,0.1442,307.0,103.4,0.4457,0.7481,15.307874428,0.0716,0.8574
Vermont,Franklin County,17159.0,1072.1,2011.2,2024.6,0.205,0.0717,9.9,37.255375695,9.3,0.1904,3.8,0.2853,27.0,168.8,0.4457,0.2745,13.709938491,0.1764,0.2598
New Mexico,Guadalupe County,13027.0,1073.9,2574.7,2276.7,0.8446,0.4799,28.9,100.0,13.5,0.9841,5.1,0.851,2.0,131.0,0.1223,0.6376,6.5420560748,0.923,0.8895
New York,Greene County,18125.0,1075.4,2332.6,2178.7,0.7599,0.3962,16.1,44.633204633,11.6,0.4645,4.2,0.539,17.0,164.6,0.4056,0.3487,15.243796129,0.0755,0.7727
Missouri,Platte County,29059.0,1075.4,2964.2,2163.8,0.1442,0.0462,6.3,26.720086757,9.9,0.5422,5.8,0.0242,85.0,92.1,0.2964,0.2054,8.3054202192,0.2375,0.1254
Wisconsin,Rock County,19007.0,1075.5,3676.3,2423.7,0.2748,0.4169,12.2,46.033814986,10.4,0.5142,5.9,0.2964,81.0,128.0,0.4056,0.5172,12.056238466,0.6186,0.3814
Arkansas,Washington County,29065.0,1076.7,2191.2,2242.1,0.0379,0.6395,14.7,58.139424672,14.3,0.6788,11.6,0.6574,192.0,100.3,0.8198,0.3121,11.568387285,0.2047,0.8825
Nebraska,York County,31151.0,1076.7,3474.7,2863.8,0.6234,0.1949,11.0,38.247965534,11.5,0.3206,7.1,0.0834,12.0,88.2,0.0322,0.1124,8.4291187739,0.2655,0.3604
Minnesota,Waseca County,46005.0,1076.8,3695.3,2615.8,0.3763,0.1392,9.4,34.071762871,8.3,0.3636,3.2,0.1165,6.0,111.7,0.2964,0.1946,10.395153518,0.3282,0.4346
Michigan,Allegan County,55003.0,1077.1,3412.4,1895.0,0.2572,0.2057,8.4,43.68564264,10.1,0.384,4.5,0.2913,26.0,76.6,0.5498,0.1484,7.3726259724,0.171,0.2506
Florida,Santa Rosa County,1085.0,1077.3,2461.4,1850.8,0.242,0.1742,11.8,41.441317303,11.6,0.5234,9.3,0.2232,102.0,91.7,0.4457,0.5172,11.011032849,0.3642,0.4225
North Carolina,Wilkes County,13221.0,1080.3,2822.4,2634.3,0.7249,0.7841,20.1,80.961376994,16.3,0.4104,11.4,0.8873,28.0,125.0,0.3703,0.5481,8.6059640996,0.5759,0.4578
California,Merced County,19029.0,1080.7,2899.7,2349.1,0.0331,0.8691,22.8,77.16878098,14.3,0.9707,8.3,0.9847,125.0,120.7,0.9866,0.9752,15.364784738,0.7224,0.8274
Minnesota,Itasca County,22125.0,1082.0,2324.8,2152.4,0.8198,0.3962,12.8,45.732595398,11.1,0.2802,5.3,0.0898,41.0,112.5,0.6622,0.449,11.399371069,0.4117,0.6921
Georgia,Greene County,1037.0,1082.3,2134.6,1600.1,0.9666,0.8596,28.5,65.698113208,13.1,0.8284,15.0,0.7351,12.0,96.3,0.0567,0.3981,13.706945229,0.5212,0.312
New York,Oswego County,51063.0,1083.8,2847.7,2466.5,0.2359,0.6997,19.2,52.550737496,13.4,0.1748,4.6,0.5056,49.0,62.2,0.6313,0.8232,12.20749867,0.4623,0.9354
North Dakota,Ward County,27023.0,1084.6,2531.9,2088.9,0.064,0.1341,8.8,27.528957529,5.6,0.5068,6.4,0.1,50.0,100.3,0.6622,0.1124,12.361895851,0.0452,0.7361
Ohio,Fairfield County,19191.0,1085.1,4164.6,3244.5,0.2209,0.1497,8.2,36.790507847,11.0,0.4323,5.3,0.1681,90.0,60.2,0.4056,0.3121,9.6826269758,0.467,0.3021
Arizona,Gila County,21097.0,1085.2,3312.8,2793.4,0.9653,0.8643,26.2,57.189856066,17.5,0.7768,10.0,0.6422,22.0,93.5,0.8787,0.9411,10.853924075,0.8819,0.6689
Wyoming,Platte County,28041.0,1085.9,3094.1,2686.4,0.8758,0.2943,13.3,37.175324675,13.6,0.3811,11.3,0.1,3.0,118.5,0.0229,0.0949,9.7301717089,0.4368,0.036
Iowa,Wright County,5021.0,1086.5,3115.5,2917.2,0.8004,0.3643,15.3,57.679797615,8.9,0.446,4.7,0.2095,5.0,78.8,0.2203,0.4876,6.3020439061,0.8933,0.2633
Kansas,Wabaunsee County,51007.0,1087.8,2805.0,2059.2,0.5718,0.0245,8.6,31.709741551,9.4,0.2566,5.1,0.0302,3.0,103.5,0.518,0.1369,4.3181818182,0.4734,0.0427
Indiana,Floyd County,53051.0,1090.5,3328.2,2589.3,0.2273,0.1812,17.0,39.888970528,11.2,0.3983,4.8,0.3209,50.0,100.6,0.043,0.3299,8.2403403543,0.2818,0.205
Arkansas,Cleburne County,29003.0,1091.7,2981.2,2688.9,0.9475,0.486,20.9,63.375,16.3,0.1429,8.2,0.6714,15.0,62.8,0.1888,0.3634,6.8942177529,0.5151,0.0895
Nebraska,Franklin County,17127.0,1093.7,2113.1,1976.0,0.9475,0.428,16.8,51.515151515,14.3,0.0745,5.0,0.1442,2.0,123.7,0.1888,0.0331,9.21875,0.3575,0.0481
Kentucky,Knox County,5079.0,1094.5,2712.2,3088.6,0.3897,0.9831,36.1,75.559322034,20.9,0.0707,5.2,0.9733,8.0,83.7,0.3359,0.7583,13.350437096,0.852,0.8173
Iowa,Scott County,35041.0,1094.5,4418.6,3797.2,0.2359,0.3194,16.0,40.218291848,8.9,0.5606,4.5,0.1283,165.0,69.0,0.2203,0.2745,11.271180002,0.269,0.3591
Washington,Walla Walla County,55107.0,1100.8,2380.6,2883.3,0.3989,0.428,14.9,57.677122176,11.6,0.6711,7.2,0.5056,73.0,72.3,0.7065,0.449,12.420181671,0.2232,0.9484
Maine,Kennebec County,17149.0,1102.0,2309.4,1965.0,0.5817,0.3962,13.8,46.362590102,12.9,0.1429,7.4,0.2165,147.0,146.0,0.4817,0.3981,10.625929967,0.4196,0.8122
Arkansas,Bradley County,20005.0,1102.2,3665.9,3014.9,0.5352,0.8806,28.4,100.0,17.3,0.844,11.0,0.7765,6.0,93.6,0.8348,0.8341,11.447028424,0.9748,0.8924
Utah,Carbon County,47121.0,1102.3,2029.7,2107.1,0.3098,0.5675,15.3,46.620959843,15.2,0.5142,9.5,0.2853,7.0,80.9,0.6313,0.5006,13.366139114,0.6472,0.5619
Texas,Irion County,13183.0,1105.5,2715.9,2315.5,0.5928,0.5006,7.4,35.254237288,14.1,0.6807,14.7,0.1347,84.43614372109570,116.1,0.8711,0.6831,13.731825525,0.5005,0.0694
Wyoming,Weston County,1027.0,1105.6,2528.7,2234.9,0.5817,0.6745,12.6,28.229665072,12.2,0.3095,11.8,0.1831,3.0,90.4,0.6049,0.1822,9.4698354662,0.226,0.6581
Minnesota,Cook County,17147.0,1105.7,2617.9,2151.4,0.9497,0.3771,11.2,39.502332815,10.4,0.453,6.6,0.0076,8.0,145.6,0.9694,0.1035,10.155316607,0.1955,0.6969
Kentucky,Woodford County,55065.0,1107.2,2673.8,2132.4,0.4091,0.4583,10.9,45.027039737,11.2,0.4441,5.0,0.4164,17.0,116.7,0.155,0.1484,10.200102617,0.382,0.0637
Alaska,Anchorage Municipality,56003.0,1108.1,2816.1,2027.1,0.0191,0.1392,9.0,43.498542274,10.9,0.8144,11.2,0.0799,339.0,92.6,0.9042,0.5172,12.800417973,0.2557,0.8176
Texas,Ector County,22013.0,1110.3,2206.5,1646.3,0.0153,0.3,17.9,52.722920407,11.5,0.9548,21.0,0.9344,99.0,128.4,0.9331,0.6968,11.830478257,0.5167,0.7224
Michigan,Sanilac County,22049.0,1112.1,2694.3,2605.1,0.7249,0.5538,21.9,55.866015822,14.9,0.1802,8.9,0.4989,11.0,177.7,0.2964,0.7347,8.7263318829,0.6784,0.3002
Washington,Klickitat County,29053.0,1112.1,2844.5,2546.2,0.8478,0.5127,17.2,46.986817326,13.9,0.5307,6.9,0.5056,13.0,82.5,0.9198,0.6207,11.58162675,0.3913,0.4639
Florida,Lake County,31185.0,1112.5,4056.8,2565.9,0.9449,0.343,14.0,40.88016612,11.9,0.6883,10.3,0.3996,237.0,83.7,0.5498,0.6697,12.776723593,0.5804,0.5855
